# Devanagari -> the most commonly attested romanization.
# Derived from Google Dakshina v1.0, CC BY-SA 4.0.
अं	an
सेफ़्टी	safety
सेब	seb
सेबी	sebi
सेबों	sebon
सेम	same
सेमरिया	semaria
सेमल	semal
सेमिनार	seminar
सेमिफाइनल	semifinal
सेमिस्टर	semester
सेमीकंडक्टर	semiconductor
सेमीफाइनल	semifinal
सेर	ser
सेराज	seraj
सेरेना	serena
सेरेमिक	ceramic
सेल	sale
सेलिब्रिटी	celebrity
सेलों	selon
सेल्टिक	celtic
सेल्युलर	cellular
सेल्स	sales
सेल्सियस	celsius
सेवढ़ा	sevadha
सेवन	sevan
सेवा	seva
सेवाएं	sevaen
सेवाओं	sevaon
सेवानिवृत	sevanivrit
सेवानिवृत्त	sevanivritt
सेवानिवृत्ति	sevanivritti
सेवाभावी	sevabhavi
सेवारत	sevarat
सेवार्थ	sevaarth
सेवाश्रम	sevashram
सेविकाएं	sevaikaayen
सेविला	sevila
सेवी	sevi
सेवॉय	sevoy
सेव्ड	saved
सेशंस	sessions
सेहत	sehat
सेहतमंद	sehatmand
सैंकड़ों	saikdon
सैंट	saint
सैंटर	center
सैंटोस	centos
सैंड	sand
सैंडल	sandal
सैंडविच	sandwich
सैंड्रा	sandra
सैंतालीस	saintalis
सैक	saik
सैकंड	second
सैकड़े	saikade
सैकड़ों	saikadon
सैकत	saikat
सैटलाइट	satellite
सैटिंग	setting
सैटेलाइट	satellite
सैदपुर	saidpur
सैद्धांतिक	saidhantik
सैन	sen
सैनिटरी	sanitary
सैनी	saini
सैन्य	sainy
सैन्यदल	sainyadal
सैन्यशक्ति	sainyashakti
सैफ	saif
सैफुद्दीन	saifuddin
सैम	sam
सैमसंग	samsung
सैमी	sami
सैम्यूल	samuel
सैयद	syed
सैयदना	saiyadna
सैर	sair
सैरगाह	sairgah
सैलानियों	sailaniyon
सैलानी	sailana
सैलून	salon
सैल्यूट	salute
सॉ	saw
सॉफ़्टवेयर	software
सॉफ्ट	soft
सॉफ्टवेअर	software
सॉफ्टवेयर	software
सॉफ्टवेयरों	softwaron
सॉफ्टवेयर्स	softwares
सॉलीसिटर	solicitor
सॉल्ट	salt
सॉस	sauce
सॉसेज	sausage
सो	so
सोंटा	sonta
सोंधी	sondhi
सोई	soi
सोए	soye
सोएं	soyen
सोख	sokh
सोच	soch
सोचकर	sochkar
सोचता	sochta
सोचते	sochate
सोचना	sochana
सोचा	socha
सोची	sochi
सोचें	sochen
सोजत	sojat
सोडा	soda
सोडियम	sodium
सोडे	sode
सोढ़ी	sodhi
सोता	sota
सोते	sote
सोतों	soton
सोन	son
सोनपुर	sonpur
सोनभद्र	sonbhadra
सोनम	sonam
सोना	sona
सोनाक्षी	sonakshi
सोनाली	sonali
सोनिया	sonia
सोनी	sony
सोनीपत	sonipat
सोने	sone
सोनोग्राफर	sonographer
सोनोग्राफी	sonography
सोनौली	sonauli
सोप	shope
सोपान	sopan
सोपानों	sopanon
सोपारा	sopara
सोफिया	sofia
सोफी	sofi
सोफे	sofe
सोफ्टवेयर	software
सोबती	sobati
सोमदेव	somdev
सोमनाथ	somnath
सोमपाल	sompal
सोमवार	somwar
सोमालिया	somalia
सोमेश्वर	someshwar
सोयत	soyat
सोयाबीन	soybean
सोरम	soram
सोराबजी	sorabjee
सोरेंसन	sorenson
सोरेनसन	sorenson
सोर्स	source
सोल	sol
सोलंकी	solanki
सोलन	solan
सोलर	solar
सोलह	solah
सोलहवां	solahavan
सोलहवीं	solahavin
सोलो	solo
सोलोमन	soloman
सोल्जर	soldier
सोल्यूशन	solution
सोवियत	soviyat
सोशलिज्म	socialism
सोशलिस्ट	socialist
सोशियोलॉजी	sociology
सोसाइटी	society
सोसाइटीज	societies
सोसायटी	society
सोहन	sohan
सोहबत	sohbat
सोहर	sohar
सोहराब	sohrab
सोहेल	sohel
सौ	sau
सौंदर्य	saundarya
सौंप	saunp
सौंपा	saunpa
सौंपी	saunpi
सौंपे	saunpe
सौतेला	sautela
सौतेली	sauteli
सौतेले	sautele
सौदा	sauda
सौदान	saudaan
सौदे	saude
सौदेबाजी	saudebaji
सौप	saup
सौभाग्य	saubhagya
सौभाग्यवती	saubhagyavati
सौभाग्यवश	saubhagyavash
सौभाग्यशाली	saubhagyashali
सौम्य	saumy
सौम्यता	saumyataa
सौर	saur
सौरमंडल	saurmandal
सौरव	saurav
सौष्ठव	saushthav
सौहार्दपूर्ण	sauhardapurn
स्कंद	skand
स्कंदगुप्त	skandgupt
स्कंदमाता	skandmata
स्कंध	skandh
स्कर्ट	skirt
स्काइप	skype
स्काई	sky
स्काईस्क्रेपर	skyscraper
स्काउट	scout
स्किनर	skinner
स्किल	skill
स्कीइंग	skiing
स्कीम	scheme
स्कीमें	schemen
स्कीमों	schemon
स्कूल	school
स्कूलिंग	schooling
स्कूली	schooli
स्कूलों	schoolon
स्केच	sketch
स्केचिंग	sketching
स्केट	skate
स्केटबोर्ड	skateboard
स्केटर	skater
स्केटिंग	skating
स्केरी	scary
स्केल	scale
स्केलिंग	scaling
स्कैंडलों	scandalon
स्कैनर्स	scanners
स्कॉच	scotch
स्कॉट	scot
स्कॉटलैंड	scotland
स्कॉटिश	scottish
स्कॉर्पियो	scorpio
स्कॉलर	scholar
स्कॉलर्स	scholars
स्कोटिश	scottish
स्कोर	score
स्कोरिंग	scoring
स्कोर्स	scores
स्क्रबर	scrubar
स्क्रिप्ट	script
स्क्रिप्टिंग	scripting
स्क्रिप्ट्स	scripts
स्क्रीन	screen
स्क्रीनशॉट	screenshot
स्क्रीनिंग	screening
स्क्रूवाला	screwvala
स्क्रैपर	scraper
स्क्लेरोडर्मा	scleroderma
स्क्वाट	squat
स्क्वाड्रन	squadron
स्क्वाड्रनों	skvadranon
स्क्वायड	squad
स्क्वायर	square
स्टंट	stunt
स्टंट्स	stunts
स्टंप	stump
स्टंपिंग	stumping
स्टटगार्ट	stuttgart
स्टड	stud
स्टडी	study
स्टडीज	studies
स्टफ	stuff
स्टब	stub
स्टर	ster
स्टर्न	stern
स्टर्लिंग	sterling
स्टाइल	style
स्टाइलस	styles
स्टाइल्स	styles
स्टाफ	staff
स्टायरिस	styris
स्टार	star
स्टारडस्ट	stardust
स्टारर	starr
स्टार्क	stark
स्टार्च	starch
स्टार्ट	start
स्टार्स	stars
स्टाल	stall
स्टालिन	stalin
स्टिंग	sting
स्टिक	stick
स्टिकर	sticker
स्टिलवेल	stilwell
स्टीक	stick
स्टीफन	stephen
स्टीफनी	stefunny
स्टीफेंसन	stephenson
स्टीयरिंग	steering
स्टीरियो	stereo
स्टीरियोटाइप	stereotype
स्टील	steel
स्टीव	steve
स्टीवंस	stevens
स्टीवन	steven
स्टीवर्ट	stewart
स्टीवी	stevie
स्टुअर्ट	stuart
स्टुडियो	studio
स्टूडियो	studio
स्टूडियोज	studios
स्टूडियोज़	studios
स्टूडेंट	student
स्टूडेंट्स	students
स्टेंट	stent
स्टेंसिल	stencil
स्टेचू	statue
स्टेज	stage
स्टेट	state
स्टेटमेंट	statement
स्टेटस	status
स्टेट्स	states
स्टेडियम	stadium
स्टेन	stain
स्टेनर	stainer
स्टेनली	stanley
स्टेनलेस	stainless
स्टेनोग्राफर	stenographer
स्टेप	step
स्टेम	stem
स्टेशन	station
स्टेशनरी	stationary
स्टेशनों	stationno
स्टैंड	stand
स्टैंडर्ड	standard
स्टैंडर्ड्स	standards
स्टैक	stack
स्टैनफोर्ड	stanford
स्टैमिना	stamina
स्टॉक	stock
स्टॉकहोम	stockholm
स्टॉपेज	stoppage
स्टॉर्म	storm
स्टोंस	stones
स्टोर	store
स्टोरी	story
स्टोरेज	storage
स्टोल	stole
स्ट्रक्चरल	structural
स्ट्रगल	struggle
स्ट्रा	straw
स्ट्रांग	strong
स्ट्राइक	strike
स्ट्राइकर	striker
स्ट्राबेरी	strawberry
स्ट्रिंग	string
स्ट्रिप	strept
स्ट्रिप्स	strips
स्ट्रीट	street
स्ट्रीट्स	streets
स्ट्रीम	steam
स्ट्रीमिंग	steaming
स्ट्रेच	stretch
स्ट्रेचिंग	stretching
स्ट्रेट	straight
स्ट्रेस	stress
स्ट्रैंड	stand
स्ट्रैप	strap
स्ट्रॉबेरी	strawberry
स्ट्रॉस	strauss
स्तंभ	stambh
स्तंभकार	stambhkar
स्तंभन	stambhan
स्तंभित	stambhit
स्तंभों	stambhon
स्तनधारियों	standhariyon
स्तनपान	stanpan
स्तब्ध	stabdh
स्तर	star
स्तरीय	stariy
स्तरों	staron
स्तिथ	stith
स्तूप	stup
स्तूपों	stupon
स्त्राव	strav
स्त्रावित	stravit
स्त्रियां	striyan
